numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07299;20201101000000;102300;40;3;190;2.300000;280.850000;280.450000;97;3420;10;mq;mq;mq;4;80;mq;mq;mq;98980;mq;mq;-450;mq;mq;mq;mq;279.850000;mq;mq;4.200000;5.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;4;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07314;20201101000000;101950;-20;8;220;11.100000;291.050000;287.950000;82;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;101680;mq;mq;-330;mq;mq;mq;mq;mq;mq;mq;15.200000;15.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20201101000000;101990;20;0;200;5.100000;288.450000;287.150000;92;8250;60;mq;mq;100;5;800;mq;mq;mq;100560;mq;mq;-350;mq;mq;mq;mq;287.250000;mq;mq;7.900000;8.500000;-10;2;0.000000;mq;mq;0.200000;0.400000;0.400000;0.400000;0.400000;mq;mq;mq;mq;4;mq;810;5;mq;1350;7;mq;1680;mq;mq;mq;
07434;20201101000000;102200;-30;6;140;1.300000;287.850000;283.650000;76;36960;0;mq;mq;100;8;1250;mq;mq;mq;97470;mq;mq;-150;mq;mq;mq;mq;285.150000;mq;mq;2.500000;5.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;8;mq;1080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20201101000000;102300;60;1;80;1.100000;285.450000;279.050000;65;46010;0;mq;mq;mq;0;mq;mq;mq;mq;98420;mq;mq;-180;mq;mq;mq;mq;282.250000;mq;mq;2.800000;6.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20201101000000;mq;-70;6;250;0.900000;279.050000;275.850000;80;20000;0;mq;mq;mq;0;mq;mq;mq;mq;92760;mq;856;-190;mq;mq;mq;mq;278.350000;mq;mq;1.700000;2.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20201101000000;102380;30;3;150;1.200000;283.650000;281.550000;87;20000;2;1;1;75;0;8000;30;20;11;99480;mq;mq;-230;mq;mq;mq;mq;mq;mq;mq;2.400000;3.700000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20201101000000;102150;-30;8;140;1.900000;286.450000;285.050000;91;28210;0;mq;mq;mq;0;mq;mq;mq;mq;101570;mq;mq;-200;mq;mq;mq;mq;285.350000;mq;mq;2.800000;3.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20201101000000;102350;-10;0;120;2.600000;284.450000;283.150000;92;20000;0;mq;mq;90;7;4260;mq;mq;mq;99220;mq;mq;-90;mq;mq;mq;mq;284.250000;mq;mq;3.000000;3.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;4260;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20201101000000;102390;-80;6;10;2.300000;283.450000;281.050000;85;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94060;mq;mq;-140;mq;mq;mq;mq;280.850000;mq;mq;3.300000;3.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20201101000000;102390;10;0;0;0.000000;285.250000;284.450000;95;8290;0;mq;mq;mq;mq;mq;mq;mq;mq;101490;mq;mq;-170;mq;mq;mq;mq;284.450000;mq;mq;0.000000;0.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20201101000000;mq;-20;5;40;2.200000;280.650000;275.950000;72;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;92380;mq;863;-90;mq;mq;mq;mq;279.650000;mq;mq;3.600000;3.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20201101000000;102220;-30;7;90;1.100000;283.950000;283.350000;96;20860;0;mq;mq;mq;0;mq;mq;mq;mq;101500;mq;mq;-170;mq;mq;mq;mq;285.550000;mq;mq;1.500000;2.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20201101000000;102350;-10;5;170;3.700000;284.850000;278.750000;66;48170;0;mq;mq;mq;0;mq;mq;mq;mq;98010;mq;mq;-50;mq;mq;mq;mq;282.350000;mq;mq;4.700000;4.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20201101000000;102510;-80;6;240;0.800000;280.050000;278.650000;91;20000;0;mq;mq;mq;0;mq;mq;mq;mq;97490;mq;mq;-40;mq;mq;mq;mq;280.950000;mq;mq;1.600000;1.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20201101000000;102360;-10;8;150;1.900000;283.350000;282.550000;95;3750;10;mq;mq;mq;0;mq;mq;mq;mq;100540;mq;mq;-80;mq;mq;mq;mq;281.750000;mq;mq;2.500000;2.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20201101000000;102400;-20;7;20;1.500000;281.350000;280.750000;96;2620;10;mq;mq;mq;0;mq;mq;mq;mq;102300;mq;mq;-110;mq;mq;mq;mq;277.850000;mq;mq;2.600000;3.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20201101000000;102370;-20;8;0;0.000000;288.350000;285.250000;82;9440;0;mq;mq;100;8;450;mq;mq;mq;101990;mq;mq;-120;mq;mq;mq;mq;284.250000;mq;mq;0.800000;2.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;510;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20201101000000;mq;mq;mq;330;4.300000;mq;mq;mq;20000;1;0;mq;25;0;6000;30;20;12;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.900000;5.900000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2;0;6000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20201101000000;102320;-50;6;320;1.400000;289.050000;285.950000;82;20000;1;2;2;100;8;800;35;mq;mq;102010;mq;mq;-210;mq;mq;mq;mq;288.250000;mq;mq;2.100000;3.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;6;800;7;6;1000;mq;mq;mq;mq;mq;mq;
07747;20201101000000;102380;-50;8;230;1.100000;281.550000;280.750000;95;7050;0;mq;mq;mq;0;mq;mq;mq;mq;101840;mq;mq;-70;mq;mq;mq;mq;283.250000;mq;mq;1.800000;2.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20201101000000;102480;10;2;50;1.700000;287.550000;285.250000;86;15450;0;mq;mq;100;8;450;mq;mq;mq;102370;mq;mq;-50;mq;mq;mq;mq;287.850000;mq;mq;2.700000;3.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;330;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20201101000000;102400;-10;7;220;2.300000;288.150000;284.550000;79;41590;0;mq;mq;mq;3;800;mq;mq;mq;102260;mq;mq;-120;mq;mq;mq;mq;288.650000;mq;mq;3.300000;4.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;3;mq;750;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20201101000000;101280;140;6;90;4.600000;298.150000;294.050000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101230;mq;mq;-50;mq;297.950000;mq;304.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20201101000000;101420;180;6;190;3.600000;296.250000;292.850000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101350;mq;mq;-190;mq;295.950000;mq;302.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20201101000000;101510;120;6;160;6.600000;296.050000;287.650000;59;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101420;mq;mq;-40;mq;294.250000;mq;300.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20201101000000;101560;-120;6;200;3.500000;290.050000;284.350000;69;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101410;mq;mq;-260;mq;mq;mq;mq;mq;mq;mq;4.600000;4.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20201101000000;102620;160;6;300;7.500000;283.850000;278.850000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102260;mq;mq;-870;mq;282.250000;mq;287.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20201101000000;mq;40;5;60;1.600000;276.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98720;mq;mq;-690;mq;275.050000;mq;280.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;3.600000;3.800000;3.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20201101000000;100890;50;1;280;6.700000;274.750000;267.850000;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100520;mq;mq;1330;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20201101000000;101330;-140;6;340;3.100000;297.650000;293.950000;80;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101250;mq;mq;-60;mq;mq;mq;mq;mq;mq;mq;5.200000;5.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;2.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20201101000000;102520;340;1;310;8.100000;275.150000;268.150000;60;50000;3;2;2;75;6;1250;35;20;10;102430;mq;mq;1760;mq;mq;mq;mq;274.850000;mq;mq;13.000000;15.300000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;6;1170;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20201101000000;101410;120;3;80;12.100000;301.250000;296.850000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101090;mq;mq;40;mq;300.550000;mq;302.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20201101000000;101510;140;1;70;3.700000;300.450000;295.450000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101000;mq;mq;50;mq;299.250000;mq;304.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20201101000000;101460;130;3;110;3.200000;299.450000;296.550000;84;16640;mq;mq;mq;mq;mq;mq;mq;mq;mq;101370;mq;mq;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20201101000000;101350;120;2;110;6.400000;298.950000;298.450000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100910;mq;mq;10;mq;297.850000;mq;302.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.600000;3.800000;10.500000;11.300000;11.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20201101000000;101320;90;3;70;3.300000;298.950000;297.950000;94;38020;0;mq;mq;100;5;450;mq;mq;mq;101230;mq;mq;10;mq;mq;mq;mq;mq;mq;mq;7.800000;9.600000;-10;mq;mq;mq;mq;2.000000;10.000000;11.600000;19.600000;19.600000;mq;mq;mq;mq;3;mq;480;4;mq;900;5;mq;1290;mq;8;mq;
81401;20201101000000;101110;150;3;70;2.200000;299.150000;297.750000;92;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101050;mq;mq;60;mq;297.350000;mq;306.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;1.000000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20201101000000;101120;30;2;0;0.000000;298.050000;298.050000;100;34980;0;mq;mq;mq;5;450;mq;mq;mq;101030;mq;mq;10;305.850000;mq;305.850000;mq;299.850000;mq;mq;0.000000;1.600000;-10;mq;mq;mq;mq;0.200000;1.600000;1.800000;1.800000;1.800000;mq;mq;mq;mq;2;mq;330;4;mq;540;5;mq;690;mq;mq;mq;
81408;20201101000000;101150;150;3;310;0.700000;298.150000;297.950000;99;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101070;mq;mq;40;mq;296.450000;mq;306.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;9.100000;10.300000;10.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20201101000000;101130;160;3;50;1.700000;298.650000;296.150000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99910;mq;mq;-20;mq;295.650000;mq;308.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20201101000000;97600;50;2;320;0.500000;266.950000;254.950000;34;30000;mq;mq;mq;0;mq;2500;mq;mq;mq;97070;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20201101030000;101340;-220;8;170;3.200000;283.550000;282.450000;93;19080;0;mq;mq;mq;mq;mq;mq;mq;mq;100470;mq;mq;-790;mq;mq;mq;mq;282.050000;mq;mq;6.300000;6.500000;-10;1;0.000000;mq;mq;-0.100000;0.600000;0.600000;1.400000;2.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20201101030000;101410;-180;6;180;4.600000;283.850000;282.250000;90;19750;0;mq;mq;100;8;2250;mq;mq;mq;100840;mq;mq;-750;mq;mq;mq;mq;281.050000;mq;mq;6.400000;6.700000;-10;2;0.000000;mq;mq;0.600000;0.800000;0.800000;1.800000;1.800000;mq;mq;mq;mq;7;mq;2100;8;mq;2460;mq;mq;mq;mq;mq;mq;
07020;20201101030000;100870;-390;8;190;10.000000;286.650000;282.850000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100760;mq;mq;-780;mq;mq;mq;mq;mq;mq;mq;14.500000;16.700000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;7.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20201101030000;101250;-280;8;190;6.500000;285.450000;283.350000;87;36780;0;mq;mq;100;8;1750;mq;mq;mq;100450;mq;mq;-720;mq;mq;mq;mq;283.150000;mq;mq;9.100000;9.100000;-10;2;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;4;mq;1980;7;mq;2400;8;mq;3240;mq;mq;mq;
07037;20201101030000;101430;-210;8;160;3.800000;283.650000;283.450000;99;11230;0;mq;mq;100;1;150;mq;mq;mq;99600;mq;mq;-710;mq;mq;mq;mq;283.450000;mq;mq;5.400000;5.400000;-10;mq;0.000000;mq;mq;-0.100000;1.200000;1.200000;3.200000;3.600000;mq;mq;mq;mq;1;mq;120;8;mq;1800;mq;mq;mq;mq;mq;mq;
07072;20201101030000;101660;-30;8;230;2.900000;287.550000;284.850000;84;20000;0;mq;mq;100;8;800;mq;mq;mq;100530;mq;mq;-700;mq;mq;mq;mq;286.450000;mq;mq;4.900000;5.900000;-10;0;mq;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;630;8;mq;840;mq;mq;mq;mq;mq;mq;
07110;20201101030000;100770;-390;8;200;10.000000;288.150000;287.650000;97;3070;61;mq;mq;100;8;150;mq;mq;mq;99620;mq;mq;-740;mq;mq;mq;mq;282.150000;mq;mq;18.500000;18.500000;-10;2;0.000000;mq;mq;1.600000;2.800000;3.200000;3.400000;20.200000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20201101030000;100770;-410;8;190;7.400000;287.850000;285.750000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100080;mq;mq;-790;mq;mq;mq;mq;mq;mq;mq;13.200000;13.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.200000;9.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
