reg;clage_vacsi;jour;n_dose1;n_dose2;n_cum_dose1;n_cum_dose2
27;24;2021-04-08;189;22;4824;698
27;24;2021-04-09;216;25;5040;723
27;29;2020-12-27;0;0;0;0
27;29;2020-12-28;0;0;0;0
27;29;2020-12-29;0;0;0;0
27;29;2020-12-30;0;0;0;0
27;29;2020-12-31;0;0;0;0
27;29;2021-01-01;0;0;0;0
27;29;2021-01-02;0;0;0;0
27;29;2021-01-03;0;0;0;0
27;29;2021-01-04;0;0;0;0
27;29;2021-01-05;2;0;2;0
27;29;2021-01-06;15;0;17;0
27;29;2021-01-07;15;0;32;0
27;29;2021-01-08;31;0;63;0
27;29;2021-01-09;12;0;75;0
27;29;2021-01-10;0;0;75;0
27;29;2021-01-11;50;0;125;0
27;29;2021-01-12;40;0;165;0
27;29;2021-01-13;49;0;214;0
27;29;2021-01-14;73;0;287;0
27;29;2021-01-15;36;0;323;0
27;29;2021-01-16;12;0;335;0
27;29;2021-01-17;0;0;335;0
27;29;2021-01-18;52;0;387;0
27;29;2021-01-19;63;0;450;0
27;29;2021-01-20;43;0;493;0
27;29;2021-01-21;71;0;564;0
27;29;2021-01-22;44;0;608;0
27;29;2021-01-23;11;0;619;0
27;29;2021-01-24;2;0;621;0
27;29;2021-01-25;19;0;640;0
27;29;2021-01-26;32;1;672;1
27;29;2021-01-27;42;13;714;14
27;29;2021-01-28;37;15;751;29
27;29;2021-01-29;48;25;799;54
27;29;2021-01-30;2;5;801;59
27;29;2021-01-31;0;0;801;59
27;29;2021-02-01;8;31;809;90
27;29;2021-02-02;10;30;819;120
27;29;2021-02-03;8;28;827;148
27;29;2021-02-04;5;48;832;196
27;29;2021-02-05;10;29;842;225
27;29;2021-02-06;5;12;847;237
27;29;2021-02-07;0;0;847;237
27;29;2021-02-08;9;32;856;269
27;29;2021-02-09;34;59;890;328
27;29;2021-02-10;62;38;952;366
27;29;2021-02-11;60;50;1012;416
27;29;2021-02-12;80;42;1092;458
27;29;2021-02-13;40;2;1132;460
27;29;2021-02-14;40;3;1172;463
27;29;2021-02-15;44;36;1216;499
27;29;2021-02-16;68;50;1284;549
27;29;2021-02-17;65;54;1349;603
27;29;2021-02-18;70;47;1419;650
27;29;2021-02-19;49;40;1468;690
27;29;2021-02-20;12;6;1480;696
27;29;2021-02-21;0;0;1480;696
27;29;2021-02-22;47;19;1527;715
27;29;2021-02-23;62;18;1589;733
27;29;2021-02-24;49;16;1638;749
27;29;2021-02-25;41;18;1679;767
27;29;2021-02-26;71;10;1750;777
27;29;2021-02-27;26;2;1776;779
27;29;2021-02-28;1;0;1777;779
27;29;2021-03-01;64;7;1841;786
27;29;2021-03-02;73;3;1914;789
27;29;2021-03-03;87;10;2001;799
27;29;2021-03-04;121;16;2122;815
27;29;2021-03-05;138;17;2260;832
27;29;2021-03-06;34;4;2294;836
27;29;2021-03-07;3;0;2297;836
27;29;2021-03-08;67;7;2364;843
27;29;2021-03-09;104;8;2468;851
27;29;2021-03-10;88;19;2556;870
27;29;2021-03-11;118;20;2674;890
27;29;2021-03-12;127;22;2801;912
27;29;2021-03-13;34;1;2835;913
27;29;2021-03-14;2;0;2837;913
27;29;2021-03-15;68;2;2905;915
27;29;2021-03-16;66;5;2971;920
27;29;2021-03-17;127;3;3098;923
27;29;2021-03-18;105;3;3203;926
27;29;2021-03-19;92;1;3295;927
27;29;2021-03-20;12;1;3307;928
27;29;2021-03-21;1;0;3308;928
27;29;2021-03-22;86;2;3394;930
27;29;2021-03-23;109;4;3503;934
27;29;2021-03-24;119;4;3622;938
27;29;2021-03-25;142;7;3764;945
27;29;2021-03-26;177;3;3941;948
27;29;2021-03-27;68;2;4009;950
27;29;2021-03-28;1;0;4010;950
27;29;2021-03-29;104;18;4114;968
27;29;2021-03-30;123;11;4237;979
27;29;2021-03-31;187;14;4424;993
27;29;2021-04-01;160;17;4584;1010
27;29;2021-04-02;156;11;4740;1021
27;29;2021-04-03;44;1;4784;1022
27;29;2021-04-04;2;0;4786;1022
27;29;2021-04-05;4;0;4790;1022
27;29;2021-04-06;96;15;4886;1037
27;29;2021-04-07;124;21;5010;1058
27;29;2021-04-08;195;34;5205;1092
27;29;2021-04-09;224;27;5429;1119
27;39;2020-12-27;0;0;0;0
27;39;2020-12-28;0;0;0;0
27;39;2020-12-29;0;0;0;0
27;39;2020-12-30;0;0;0;0
27;39;2020-12-31;0;0;0;0
27;39;2021-01-01;0;0;0;0
27;39;2021-01-02;0;0;0;0
27;39;2021-01-03;0;0;0;0
27;39;2021-01-04;1;0;1;0
27;39;2021-01-05;9;0;10;0
27;39;2021-01-06;25;0;35;0
27;39;2021-01-07;70;0;105;0
27;39;2021-01-08;134;0;239;0
27;39;2021-01-09;47;0;286;0
27;39;2021-01-10;0;0;286;0
27;39;2021-01-11;157;0;443;0
27;39;2021-01-12;178;0;621;0
27;39;2021-01-13;214;0;835;0
27;39;2021-01-14;281;0;1116;0
27;39;2021-01-15;201;0;1317;0
27;39;2021-01-16;34;2;1351;2
27;39;2021-01-17;2;0;1353;2
27;39;2021-01-18;182;0;1535;2
27;39;2021-01-19;209;0;1744;2
27;39;2021-01-20;158;1;1902;3
27;39;2021-01-21;234;0;2136;3
27;39;2021-01-22;212;0;2348;3
27;39;2021-01-23;17;0;2365;3
27;39;2021-01-24;1;0;2366;3
27;39;2021-01-25;47;0;2413;3
27;39;2021-01-26;120;9;2533;12
27;39;2021-01-27;102;24;2635;36
27;39;2021-01-28;109;57;2744;93
27;39;2021-01-29;91;114;2835;207
27;39;2021-01-30;19;21;2854;228
27;39;2021-01-31;0;0;2854;228
27;39;2021-02-01;20;95;2874;323
27;39;2021-02-02;36;140;2910;463
27;39;2021-02-03;32;134;2942;597
27;39;2021-02-04;30;180;2972;777
27;39;2021-02-05;34;176;3006;953
27;39;2021-02-06;12;37;3018;990
27;39;2021-02-07;0;0;3018;990
27;39;2021-02-08;34;85;3052;1075
27;39;2021-02-09;76;162;3128;1237
27;39;2021-02-10;132;142;3260;1379
27;39;2021-02-11;136;226;3396;1605
27;39;2021-02-12;173;166;3569;1771
27;39;2021-02-13;89;23;3658;1794
27;39;2021-02-14;61;6;3719;1800
27;39;2021-02-15;90;147;3809;1947
27;39;2021-02-16;104;177;3913;2124
27;39;2021-02-17;123;143;4036;2267
27;39;2021-02-18;142;134;4178;2401
27;39;2021-02-19;115;101;4293;2502
27;39;2021-02-20;42;13;4335;2515
27;39;2021-02-21;0;1;4335;2516
27;39;2021-02-22;103;63;4438;2579
27;39;2021-02-23;168;48;4606;2627
27;39;2021-02-24;172;42;4778;2669
27;39;2021-02-25;161;50;4939;2719
27;39;2021-02-26;257;42;5196;2761
27;39;2021-02-27;56;6;5252;2767
27;39;2021-02-28;3;1;5255;2768
27;39;2021-03-01;199;19;5454;2787
27;39;2021-03-02;213;40;5667;2827
27;39;2021-03-03;247;39;5914;2866
27;39;2021-03-04;308;52;6222;2918
27;39;2021-03-05;438;50;6660;2968
27;39;2021-03-06;146;11;6806;2979
27;39;2021-03-07;20;2;6826;2981
27;39;2021-03-08;201;26;7027;3007
27;39;2021-03-09;295;28;7322;3035
27;39;2021-03-10;245;42;7567;3077
27;39;2021-03-11;317;57;7884;3134
27;39;2021-03-12;371;45;8255;3179
27;39;2021-03-13;122;10;8377;3189
27;39;2021-03-14;8;0;8385;3189
27;39;2021-03-15;178;11;8563;3200
27;39;2021-03-16;209;9;8772;3209
27;39;2021-03-17;261;15;9033;3224
27;39;2021-03-18;269;12;9302;3236
27;39;2021-03-19;275;9;9577;3245
27;39;2021-03-20;60;1;9637;3246
27;39;2021-03-21;3;0;9640;3246
27;39;2021-03-22;230;15;9870;3261
27;39;2021-03-23;314;32;10184;3293
27;39;2021-03-24;319;15;10503;3308
27;39;2021-03-25;384;32;10887;3340
27;39;2021-03-26;565;11;11452;3351
27;39;2021-03-27;244;1;11696;3352
27;39;2021-03-28;11;0;11707;3352
27;39;2021-03-29;294;39;12001;3391
27;39;2021-03-30;370;49;12371;3440
27;39;2021-03-31;491;44;12862;3484
27;39;2021-04-01;524;79;13386;3563
27;39;2021-04-02;458;45;13844;3608
27;39;2021-04-03;154;4;13998;3612
27;39;2021-04-04;2;1;14000;3613
27;39;2021-04-05;9;0;14009;3613
27;39;2021-04-06;272;80;14281;3693
27;39;2021-04-07;332;63;14613;3756
27;39;2021-04-08;591;90;15204;3846
27;39;2021-04-09;564;81;15768;3927
27;49;2020-12-27;0;0;0;0
27;49;2020-12-28;0;0;0;0
27;49;2020-12-29;0;0;0;0
27;49;2020-12-30;0;0;0;0
27;49;2020-12-31;0;0;0;0
27;49;2021-01-01;0;0;0;0
27;49;2021-01-02;0;0;0;0
27;49;2021-01-03;0;0;0;0
27;49;2021-01-04;1;0;1;0
27;49;2021-01-05;17;0;18;0
27;49;2021-01-06;49;0;67;0
27;49;2021-01-07;137;0;204;0
27;49;2021-01-08;237;0;441;0
27;49;2021-01-09;144;0;585;0
27;49;2021-01-10;0;0;585;0
27;49;2021-01-11;269;0;854;0
27;49;2021-01-12;324;0;1178;0
27;49;2021-01-13;344;0;1522;0
27;49;2021-01-14;482;0;2004;0
27;49;2021-01-15;416;0;2420;0
27;49;2021-01-16;77;5;2497;5
27;49;2021-01-17;0;0;2497;5
27;49;2021-01-18;306;1;2803;6
27;49;2021-01-19;398;0;3201;6
27;49;2021-01-20;285;0;3486;6
27;49;2021-01-21;459;1;3945;7
27;49;2021-01-22;350;0;4295;7
27;49;2021-01-23;44;0;4339;7
27;49;2021-01-24;1;0;4340;7
27;49;2021-01-25;135;0;4475;7
27;49;2021-01-26;187;22;4662;29
27;49;2021-01-27;215;45;4877;74
27;49;2021-01-28;182;113;5059;187
27;49;2021-01-29;197;178;5256;365
27;49;2021-01-30;41;44;5297;409
27;49;2021-01-31;4;0;5301;409
27;49;2021-02-01;42;185;5343;594
27;49;2021-02-02;66;257;5409;851
27;49;2021-02-03;82;253;5491;1104
27;49;2021-02-04;72;347;5563;1451
27;49;2021-02-05;54;333;5617;1784
27;49;2021-02-06;16;122;5633;1906
27;49;2021-02-07;0;0;5633;1906
27;49;2021-02-08;41;164;5674;2070
27;49;2021-02-09;155;311;5829;2381
27;49;2021-02-10;280;208;6109;2589
27;49;2021-02-11;192;340;6301;2929
27;49;2021-02-12;220;257;6521;3186
27;49;2021-02-13;114;40;6635;3226
27;49;2021-02-14;69;1;6704;3227
27;49;2021-02-15;139;244;6843;3471
27;49;2021-02-16;143;328;6986;3799
27;49;2021-02-17;191;313;7177;4112
27;49;2021-02-18;207;241;7384;4353
27;49;2021-02-19;155;213;7539;4566
27;49;2021-02-20;50;42;7589;4608
27;49;2021-02-21;0;3;7589;4611
27;49;2021-02-22;145;116;7734;4727
27;49;2021-02-23;184;121;7918;4848
27;49;2021-02-24;191;85;8109;4933
27;49;2021-02-25;284;101;8393;5034
27;49;2021-02-26;375;106;8768;5140
27;49;2021-02-27;108;21;8876;5161
27;49;2021-02-28;5;4;8881;5165
27;49;2021-03-01;238;52;9119;5217
27;49;2021-03-02;339;53;9458;5270
27;49;2021-03-03;354;72;9812;5342
27;49;2021-03-04;446;95;10258;5437
27;49;2021-03-05;558;68;10816;5505
27;49;2021-03-06;275;20;11091;5525
27;49;2021-03-07;45;3;11136;5528
27;49;2021-03-08;287;43;11423;5571
27;49;2021-03-09;413;56;11836;5627
27;49;2021-03-10;385;66;12221;5693
27;49;2021-03-11;509;87;12730;5780
27;49;2021-03-12;591;64;13321;5844
27;49;2021-03-13;246;6;13567;5850
27;49;2021-03-14;8;0;13575;5850
27;49;2021-03-15;246;21;13821;5871
27;49;2021-03-16;288;20;14109;5891
27;49;2021-03-17;337;24;14446;5915
27;49;2021-03-18;352;24;14798;5939
27;49;2021-03-19;367;12;15165;5951
27;49;2021-03-20;109;1;15274;5952
27;49;2021-03-21;2;0;15276;5952
27;49;2021-03-22;259;24;15535;5976
27;49;2021-03-23;411;41;15946;6017
27;49;2021-03-24;467;22;16413;6039
27;49;2021-03-25;596;55;17009;6094
27;49;2021-03-26;732;35;17741;6129
27;49;2021-03-27;319;11;18060;6140
27;49;2021-03-28;24;1;18084;6141
27;49;2021-03-29;444;60;18528;6201
27;49;2021-03-30;558;77;19086;6278
27;49;2021-03-31;694;85;19780;6363
27;49;2021-04-01;737;102;20517;6465
27;49;2021-04-02;665;68;21182;6533
27;49;2021-04-03;226;13;21408;6546
27;49;2021-04-04;8;1;21416;6547
27;49;2021-04-05;11;0;21427;6547
27;49;2021-04-06;413;134;21840;6681
27;49;2021-04-07;553;115;22393;6796
27;49;2021-04-08;812;134;23205;6930
27;49;2021-04-09;763;129;23968;7059
27;59;2020-12-27;0;0;0;0
27;59;2020-12-28;0;0;0;0
27;59;2020-12-29;0;0;0;0
27;59;2020-12-30;0;0;0;0
27;59;2020-12-31;0;0;0;0
27;59;2021-01-01;0;0;0;0
27;59;2021-01-02;0;0;0;0
27;59;2021-01-03;1;0;1;0
27;59;2021-01-04;11;0;12;0
27;59;2021-01-05;169;0;181;0
27;59;2021-01-06;227;0;408;0
27;59;2021-01-07;461;0;869;0
27;59;2021-01-08;724;0;1593;0
27;59;2021-01-09;304;0;1897;0
27;59;2021-01-10;0;0;1897;0
27;59;2021-01-11;763;0;2660;0
27;59;2021-01-12;954;0;3614;0
27;59;2021-01-13;1178;0;4792;0
27;59;2021-01-14;1316;0;6108;0
27;59;2021-01-15;1175;0;7283;0
27;59;2021-01-16;233;16;7516;16
27;59;2021-01-17;12;0;7528;16
27;59;2021-01-18;871;1;8399;17
27;59;2021-01-19;1095;2;9494;19
27;59;2021-01-20;870;0;10364;19
27;59;2021-01-21;980;0;11344;19
27;59;2021-01-22;672;0;12016;19
27;59;2021-01-23;103;0;12119;19
27;59;2021-01-24;7;0;12126;19
27;59;2021-01-25;388;10;12514;29
27;59;2021-01-26;467;185;12981;214
27;59;2021-01-27;507;235;13488;449
27;59;2021-01-28;433;356;13921;805
27;59;2021-01-29;445;499;14366;1304
27;59;2021-01-30;111;118;14477;1422
27;59;2021-01-31;12;0;14489;1422
27;59;2021-02-01;167;610;14656;2032
27;59;2021-02-02;173;717;14829;2749
27;59;2021-02-03;180;843;15009;3592
27;59;2021-02-04;192;893;15201;4485
27;59;2021-02-05;183;849;15384;5334
27;59;2021-02-06;57;227;15441;5561
27;59;2021-02-07;1;2;15442;5563
27;59;2021-02-08;129;550;15571;6113
27;59;2021-02-09;157;739;15728;6852
27;59;2021-02-10;227;658;15955;7510
27;59;2021-02-11;212;856;16167;8366
27;59;2021-02-12;239;649;16406;9015
27;59;2021-02-13;73;127;16479;9142
27;59;2021-02-14;28;9;16507;9151
27;59;2021-02-15;100;627;16607;9778
27;59;2021-02-16;106;837;16713;10615
27;59;2021-02-17;187;814;16900;11429
27;59;2021-02-18;185;642;17085;12071
27;59;2021-02-19;141;524;17226;12595
27;59;2021-02-20;41;81;17267;12676
27;59;2021-02-21;0;6;17267;12682
27;59;2021-02-22;93;354;17360;13036
27;59;2021-02-23;156;293;17516;13329
27;59;2021-02-24;253;256;17769;13585
27;59;2021-02-25;921;278;18690;13863
27;59;2021-02-26;1066;287;19756;14150
27;59;2021-02-27;788;66;20544;14216
27;59;2021-02-28;42;14;20586;14230
27;59;2021-03-01;500;115;21086;14345
27;59;2021-03-02;844;149;21930;14494
27;59;2021-03-03;882;187;22812;14681
27;59;2021-03-04;1212;180;24024;14861
27;59;2021-03-05;1776;150;25800;15011
27;59;2021-03-06;1427;38;27227;15049
27;59;2021-03-07;121;2;27348;15051
27;59;2021-03-08;483;121;27831;15172
27;59;2021-03-09;969;125;28800;15297
27;59;2021-03-10;934;151;29734;15448
27;59;2021-03-11;1218;141;30952;15589
27;59;2021-03-12;1579;91;32531;15680
27;59;2021-03-13;1254;26;33785;15706
27;59;2021-03-14;29;0;33814;15706
27;59;2021-03-15;545;61;34359;15767
27;59;2021-03-16;458;34;34817;15801
27;59;2021-03-17;441;45;35258;15846
27;59;2021-03-18;416;40;35674;15886
27;59;2021-03-19;885;35;36559;15921
27;59;2021-03-20;646;2;37205;15923
27;59;2021-03-21;27;0;37232;15923
27;59;2021-03-22;637;26;37869;15949
27;59;2021-03-23;1248;36;39117;15985
27;59;2021-03-24;1375;48;40492;16033
27;59;2021-03-25;1775;67;42267;16100
27;59;2021-03-26;1923;46;44190;16146
27;59;2021-03-27;930;15;45120;16161
27;59;2021-03-28;52;4;45172;16165
27;59;2021-03-29;1041;167;46213;16332
27;59;2021-03-30;1346;149;47559;16481
27;59;2021-03-31;1385;149;48944;16630
27;59;2021-04-01;1450;149;50394;16779
27;59;2021-04-02;1480;126;51874;16905
27;59;2021-04-03;576;40;52450;16945
27;59;2021-04-04;9;0;52459;16945
27;59;2021-04-05;39;0;52498;16945
27;59;2021-04-06;963;222;53461;17167
27;59;2021-04-07;1120;224;54581;17391
27;59;2021-04-08;1704;244;56285;17635
27;59;2021-04-09;2094;203;58379;17838
27;64;2020-12-27;1;0;1;0
27;64;2020-12-28;0;0;1;0
27;64;2020-12-29;0;0;1;0
27;64;2020-12-30;0;0;1;0
27;64;2020-12-31;0;0;1;0
27;64;2021-01-01;0;0;1;0
27;64;2021-01-02;0;0;1;0
27;64;2021-01-03;0;0;1;0
27;64;2021-01-04;6;0;7;0
27;64;2021-01-05;44;0;51;0
27;64;2021-01-06;74;0;125;0
27;64;2021-01-07;153;0;278;0
27;64;2021-01-08;262;0;540;0
27;64;2021-01-09;95;0;635;0
27;64;2021-01-10;1;0;636;0
27;64;2021-01-11;272;0;908;0
27;64;2021-01-12;336;0;1244;0
27;64;2021-01-13;363;0;1607;0
27;64;2021-01-14;432;0;2039;0
27;64;2021-01-15;345;0;2384;0
27;64;2021-01-16;88;5;2472;5
27;64;2021-01-17;7;0;2479;5
27;64;2021-01-18;289;0;2768;5
27;64;2021-01-19;369;1;3137;6
27;64;2021-01-20;295;0;3432;6
27;64;2021-01-21;318;0;3750;6
27;64;2021-01-22;276;1;4026;7
27;64;2021-01-23;78;0;4104;7
27;64;2021-01-24;5;0;4109;7
27;64;2021-01-25;159;7;4268;14
27;64;2021-01-26;174;55;4442;69
27;64;2021-01-27;236;65;4678;134
27;64;2021-01-28;211;129;4889;263
27;64;2021-01-29;202;178;5091;441
27;64;2021-01-30;57;46;5148;487
27;64;2021-01-31;12;0;5160;487
27;64;2021-02-01;99;204;5259;691
27;64;2021-02-02;76;258;5335;949
27;64;2021-02-03;99;267;5434;1216
27;64;2021-02-04;82;295;5516;1511
27;64;2021-02-05;68;280;5584;1791
27;64;2021-02-06;40;64;5624;1855
27;64;2021-02-07;0;0;5624;1855
27;64;2021-02-08;77;202;5701;2057
27;64;2021-02-09;70;237;5771;2294
27;64;2021-02-10;85;208;5856;2502
27;64;2021-02-11;81;275;5937;2777
27;64;2021-02-12;130;227;6067;3004
27;64;2021-02-13;41;64;6108;3068
27;64;2021-02-14;14;5;6122;3073
27;64;2021-02-15;50;235;6172;3308
27;64;2021-02-16;60;286;6232;3594
27;64;2021-02-17;75;276;6307;3870
27;64;2021-02-18;89;222;6396;4092
27;64;2021-02-19;59;209;6455;4301
27;64;2021-02-20;28;49;6483;4350
27;64;2021-02-21;0;2;6483;4352
27;64;2021-02-22;37;157;6520;4509
27;64;2021-02-23;70;152;6590;4661
27;64;2021-02-24;141;122;6731;4783
27;64;2021-02-25;749;139;7480;4922
27;64;2021-02-26;939;116;8419;5038
27;64;2021-02-27;565;51;8984;5089
27;64;2021-02-28;40;9;9024;5098
27;64;2021-03-01;357;71;9381;5169
27;64;2021-03-02;723;66;10104;5235
27;64;2021-03-03;745;73;10849;5308
27;64;2021-03-04;1011;103;11860;5411
27;64;2021-03-05;1447;75;13307;5486
27;64;2021-03-06;1126;26;14433;5512
27;64;2021-03-07;118;2;14551;5514
27;64;2021-03-08;324;82;14875;5596
27;64;2021-03-09;772;75;15647;5671
27;64;2021-03-10;821;72;16468;5743
27;64;2021-03-11;982;96;17450;5839
27;64;2021-03-12;1273;83;18723;5922
27;64;2021-03-13;1048;15;19771;5937
27;64;2021-03-14;30;0;19801;5937
27;64;2021-03-15;443;33;20244;5970
27;64;2021-03-16;362;26;20606;5996
27;64;2021-03-17;316;32;20922;6028
27;64;2021-03-18;348;41;21270;6069
27;64;2021-03-19;741;21;22011;6090
27;64;2021-03-20;668;5;22679;6095
27;64;2021-03-21;24;0;22703;6095
27;64;2021-03-22;619;16;23322;6111
27;64;2021-03-23;1288;35;24610;6146
27;64;2021-03-24;1333;34;25943;6180
27;64;2021-03-25;1846;44;27789;6224
27;64;2021-03-26;1995;33;29784;6257
27;64;2021-03-27;860;11;30644;6268
27;64;2021-03-28;53;3;30697;6271
27;64;2021-03-29;873;100;31570;6371
27;64;2021-03-30;1243;97;32813;6468
27;64;2021-03-31;1130;126;33943;6594
27;64;2021-04-01;1297;136;35240;6730
27;64;2021-04-02;1327;101;36567;6831
27;64;2021-04-03;547;24;37114;6855
27;64;2021-04-04;4;0;37118;6855
27;64;2021-04-05;38;0;37156;6855
27;64;2021-04-06;812;197;37968;7052
27;64;2021-04-07;902;182;38870;7234
27;64;2021-04-08;1507;205;40377;7439
27;64;2021-04-09;2212;186;42589;7625
27;69;2020-12-27;0;0;0;0
27;69;2020-12-28;0;0;0;0
27;69;2020-12-29;0;0;0;0
27;69;2020-12-30;0;0;0;0
27;69;2020-12-31;0;0;0;0
27;69;2021-01-01;0;0;0;0
27;69;2021-01-02;0;0;0;0
27;69;2021-01-03;0;0;0;0
27;69;2021-01-04;0;0;0;0
27;69;2021-01-05;12;0;12;0
27;69;2021-01-06;33;0;45;0
27;69;2021-01-07;108;0;153;0
27;69;2021-01-08;123;0;276;0
27;69;2021-01-09;45;0;321;0
27;69;2021-01-10;1;0;322;0
27;69;2021-01-11;170;0;492;0
27;69;2021-01-12;198;0;690;0
27;69;2021-01-13;213;0;903;0
27;69;2021-01-14;270;0;1173;0
27;69;2021-01-15;158;0;1331;0
27;69;2021-01-16;55;1;1386;1
27;69;2021-01-17;3;1;1389;2
27;69;2021-01-18;230;0;1619;2
27;69;2021-01-19;298;1;1917;3
27;69;2021-01-20;240;0;2157;3
27;69;2021-01-21;312;1;2469;4
27;69;2021-01-22;234;0;2703;4
27;69;2021-01-23;89;0;2792;4
27;69;2021-01-24;12;0;2804;4
27;69;2021-01-25;166;1;2970;5
27;69;2021-01-26;234;19;3204;24
27;69;2021-01-27;268;35;3472;59
27;69;2021-01-28;211;80;3683;139
27;69;2021-01-29;212;92;3895;231
27;69;2021-01-30;68;28;3963;259
27;69;2021-01-31;15;3;3978;262
27;69;2021-02-01;115;128;4093;390
27;69;2021-02-02;132;184;4225;574
27;69;2021-02-03;125;175;4350;749
27;69;2021-02-04;135;177;4485;926
27;69;2021-02-05;126;166;4611;1092
27;69;2021-02-06;47;27;4658;1119
27;69;2021-02-07;0;0;4658;1119
27;69;2021-02-08;82;123;4740;1242
27;69;2021-02-09;104;165;4844;1407
27;69;2021-02-10;93;162;4937;1569
27;69;2021-02-11;149;210;5086;1779
27;69;2021-02-12;108;141;5194;1920
27;69;2021-02-13;31;55;5225;1975
27;69;2021-02-14;4;9;5229;1984
27;69;2021-02-15;40;160;5269;2144
27;69;2021-02-16;40;237;5309;2381
27;69;2021-02-17;69;219;5378;2600
27;69;2021-02-18;69;216;5447;2816
27;69;2021-02-19;66;174;5513;2990
27;69;2021-02-20;35;59;5548;3049
27;69;2021-02-21;0;5;5548;3054
27;69;2021-02-22;32;175;5580;3229
27;69;2021-02-23;36;152;5616;3381
27;69;2021-02-24;61;184;5677;3565
27;69;2021-02-25;94;168;5771;3733
27;69;2021-02-26;122;114;5893;3847
27;69;2021-02-27;62;50;5955;3897
27;69;2021-02-28;6;13;5961;3910
27;69;2021-03-01;172;112;6133;4022
27;69;2021-03-02;288;152;6421;4174
27;69;2021-03-03;345;106;6766;4280
27;69;2021-03-04;499;139;7265;4419
27;69;2021-03-05;804;99;8069;4518
27;69;2021-03-06;719;35;8788;4553
27;69;2021-03-07;155;0;8943;4553
27;69;2021-03-08;333;91;9276;4644
27;69;2021-03-09;806;123;10082;4767
27;69;2021-03-10;833;104;10915;4871
27;69;2021-03-11;1096;153;12011;5024
27;69;2021-03-12;1477;104;13488;5128
27;69;2021-03-13;1262;18;14750;5146
27;69;2021-03-14;54;0;14804;5146
27;69;2021-03-15;655;33;15459;5179
27;69;2021-03-16;576;28;16035;5207
27;69;2021-03-17;541;49;16576;5256
27;69;2021-03-18;606;51;17182;5307
27;69;2021-03-19;1214;37;18396;5344
27;69;2021-03-20;992;10;19388;5354
27;69;2021-03-21;31;1;19419;5355
27;69;2021-03-22;1135;34;20554;5389
27;69;2021-03-23;2075;38;22629;5427
27;69;2021-03-24;2232;66;24861;5493
27;69;2021-03-25;2883;58;27744;5551
27;69;2021-03-26;3137;49;30881;5600
27;69;2021-03-27;1278;14;32159;5614
27;69;2021-03-28;79;5;32238;5619
27;69;2021-03-29;1475;208;33713;5827
27;69;2021-03-30;2134;214;35847;6041
27;69;2021-03-31;1797;210;37644;6251
27;69;2021-04-01;2124;228;39768;6479
27;69;2021-04-02;2030;209;41798;6688
27;69;2021-04-03;770;50;42568;6738
27;69;2021-04-04;15;0;42583;6738
27;69;2021-04-05;69;0;42652;6738
27;69;2021-04-06;1324;362;43976;7100
27;69;2021-04-07;1439;319;45415;7419
27;69;2021-04-08;2476;344;47891;7763
27;69;2021-04-09;3394;293;51285;8056
27;74;2020-12-27;0;0;0;0
27;74;2020-12-28;0;0;0;0
27;74;2020-12-29;0;0;0;0
27;74;2020-12-30;1;0;1;0
27;74;2020-12-31;0;0;1;0
27;74;2021-01-01;0;0;1;0
27;74;2021-01-02;0;0;1;0
27;74;2021-01-03;0;0;1;0
27;74;2021-01-04;0;0;1;0
27;74;2021-01-05;7;0;8;0
27;74;2021-01-06;23;0;31;0
27;74;2021-01-07;94;0;125;0
27;74;2021-01-08;91;0;216;0
27;74;2021-01-09;19;0;235;0
27;74;2021-01-10;1;0;236;0
27;74;2021-01-11;162;0;398;0
27;74;2021-01-12;206;0;604;0
27;74;2021-01-13;168;0;772;0
27;74;2021-01-14;233;0;1005;0
27;74;2021-01-15;178;0;1183;0
27;74;2021-01-16;45;3;1228;3
27;74;2021-01-17;14;0;1242;3
27;74;2021-01-18;376;2;1618;5
27;74;2021-01-19;450;0;2068;5
27;74;2021-01-20;393;1;2461;6
27;74;2021-01-21;503;0;2964;6
27;74;2021-01-22;393;0;3357;6
27;74;2021-01-23;192;0;3549;6
27;74;2021-01-24;20;0;3569;6
27;74;2021-01-25;323;1;3892;7
27;74;2021-01-26;398;9;4290;16
27;74;2021-01-27;397;21;4687;37
27;74;2021-01-28;368;69;5055;106
27;74;2021-01-29;390;71;5445;177
27;74;2021-01-30;156;16;5601;193
27;74;2021-01-31;21;0;5622;193
27;74;2021-02-01;249;132;5871;325
27;74;2021-02-02;248;174;6119;499
27;74;2021-02-03;242;146;6361;645
27;74;2021-02-04;248;168;6609;813
27;74;2021-02-05;233;122;6842;935
27;74;2021-02-06;94;20;6936;955
27;74;2021-02-07;0;0;6936;955
27;74;2021-02-08;182;171;7118;1126
27;74;2021-02-09;210;198;7328;1324
27;74;2021-02-10;187;207;7515;1531
27;74;2021-02-11;226;256;7741;1787
27;74;2021-02-12;155;185;7896;1972
27;74;2021-02-13;70;93;7966;2065
27;74;2021-02-14;5;14;7971;2079
27;74;2021-02-15;83;318;8054;2397
27;74;2021-02-16;73;389;8127;2786
27;74;2021-02-17;114;364;8241;3150
27;74;2021-02-18;111;360;8352;3510
27;74;2021-02-19;125;315;8477;3825
27;74;2021-02-20;67;123;8544;3948
27;74;2021-02-21;0;12;8544;3960
27;74;2021-02-22;47;294;8591;4254
