dep;semaine;nb_crib;nb_pos;tx_crib;nb_A0;nb_A1;tx_A1;nb_B0;nb_B1;tx_B1;nb_C0;nb_C1;tx_C1
68;2021-06-02-2021-06-08;364.00;672.00;54.17;291.00;24.00;7.62;2.00;0.00;0.00;1.00;1.00;50.00
68;2021-06-03-2021-06-09;345.00;618.00;55.83;271.00;24.00;8.14;7.00;0.00;0.00;3.00;4.00;57.14
68;2021-06-04-2021-06-10;315.00;554.00;56.86;244.00;24.00;8.96;8.00;0.00;0.00;4.00;4.00;50.00
68;2021-06-05-2021-06-11;273.00;478.00;57.11;209.00;19.00;8.33;9.00;0.00;0.00;5.00;4.00;44.44
68;2021-06-06-2021-06-12;262.00;455.00;57.58;198.00;19.00;8.76;10.00;0.00;0.00;6.00;4.00;40.00
68;2021-06-07-2021-06-13;262.00;447.00;58.61;201.00;19.00;8.64;12.00;0.00;0.00;8.00;4.00;33.33
68;2021-06-08-2021-06-14;237.00;411.00;57.66;172.00;16.00;8.51;50.00;0.00;0.00;43.00;7.00;14.00
68;2021-06-09-2021-06-15;227.00;404.00;56.19;163.00;19.00;10.44;79.00;0.00;0.00;71.00;8.00;10.13
68;2021-06-10-2021-06-16;219.00;373.00;58.71;152.00;21.00;12.14;101.00;0.00;0.00;95.00;6.00;5.94
68;2021-06-11-2021-06-17;209.00;342.00;61.11;141.00;17.00;10.76;113.00;0.00;0.00;105.00;7.00;6.25
68;2021-06-12-2021-06-18;198.00;313.00;63.26;135.00;16.00;10.60;128.00;0.00;0.00;120.00;7.00;5.51
68;2021-06-13-2021-06-19;180.00;284.00;63.38;122.00;15.00;10.95;134.00;0.00;0.00;125.00;8.00;6.02
68;2021-06-14-2021-06-20;177.00;280.00;63.21;119.00;15.00;11.19;134.00;0.00;0.00;125.00;8.00;6.02
68;2021-06-15-2021-06-21;155.00;222.00;69.82;107.00;10.00;8.55;117.00;0.00;0.00;111.00;5.00;4.31
68;2021-06-16-2021-06-22;132.00;187.00;70.59;91.00;6.00;6.19;97.00;0.00;0.00;92.00;4.00;4.17
68;2021-06-17-2021-06-23;115.00;166.00;69.28;81.00;1.00;1.22;82.00;0.00;0.00;73.00;8.00;9.88
68;2021-06-18-2021-06-24;114.00;167.00;68.26;86.00;1.00;1.15;86.00;0.00;0.00;80.00;7.00;8.05
68;2021-06-19-2021-06-25;112.00;165.00;67.88;86.00;5.00;5.49;90.00;0.00;0.00;83.00;8.00;8.79
68;2021-06-20-2021-06-26;110.00;160.00;68.75;85.00;6.00;6.59;89.00;0.00;0.00;83.00;8.00;8.79
68;2021-06-21-2021-06-27;109.00;160.00;68.12;84.00;6.00;6.67;88.00;0.00;0.00;82.00;8.00;8.89
68;2021-06-22-2021-06-28;107.00;160.00;66.88;84.00;7.00;7.69;89.00;0.00;0.00;80.00;11.00;12.09
68;2021-06-23-2021-06-29;104.00;147.00;70.75;78.00;10.00;11.36;86.00;0.00;0.00;75.00;13.00;14.77
68;2021-06-24-2021-06-30;103.00;144.00;71.53;77.00;12.00;13.48;86.00;0.00;0.00;75.00;13.00;14.77
68;2021-06-25-2021-07-01;100.00;150.00;66.67;71.00;12.00;14.46;80.00;1.00;1.23;65.00;16.00;19.75
68;2021-06-26-2021-07-02;102.00;159.00;64.15;69.00;11.00;13.75;77.00;1.00;1.28;58.00;20.00;25.64
68;2021-06-27-2021-07-03;107.00;164.00;65.24;70.00;13.00;15.66;81.00;1.00;1.22;57.00;24.00;29.63
68;2021-06-28-2021-07-04;107.00;163.00;65.64;69.00;13.00;15.85;80.00;1.00;1.23;56.00;24.00;30.00
68;2021-06-29-2021-07-05;105.00;159.00;66.04;64.00;17.00;20.99;79.00;1.00;1.25;48.00;31.00;39.24
68;2021-06-30-2021-07-06;111.00;169.00;65.68;72.00;15.00;17.24;83.00;1.00;1.19;46.00;37.00;44.58
68;2021-07-01-2021-07-07;122.00;188.00;64.89;85.00;13.00;13.27;95.00;1.00;1.04;47.00;48.00;50.53
68;2021-07-02-2021-07-08;125.00;182.00;68.68;90.00;14.00;13.46;102.00;0.00;0.00;41.00;61.00;59.80
68;2021-07-03-2021-07-09;127.00;182.00;69.78;96.00;13.00;11.93;107.00;0.00;0.00;35.00;72.00;67.29
68;2021-07-04-2021-07-10;133.00;191.00;69.63;103.00;12.00;10.43;113.00;0.00;0.00;35.00;78.00;69.03
68;2021-07-05-2021-07-11;137.00;199.00;68.84;107.00;12.00;10.08;117.00;0.00;0.00;35.00;82.00;70.09
68;2021-07-06-2021-07-12;158.00;230.00;68.70;131.00;8.00;5.76;137.00;0.00;0.00;31.00;105.00;77.21
68;2021-07-07-2021-07-13;179.00;260.00;68.85;148.00;12.00;7.50;160.00;0.00;0.00;39.00;120.00;75.47
68;2021-07-08-2021-07-14;152.00;225.00;67.56;125.00;12.00;8.76;137.00;0.00;0.00;31.00;105.00;77.21
68;2021-07-09-2021-07-15;197.00;285.00;69.12;165.00;12.00;6.78;177.00;0.00;0.00;38.00;138.00;78.41
68;2021-07-10-2021-07-16;236.00;332.00;71.08;204.00;11.00;5.12;215.00;0.00;0.00;36.00;178.00;83.18
68;2021-07-11-2021-07-17;261.00;374.00;69.79;227.00;11.00;4.62;238.00;0.00;0.00;32.00;208.00;86.67
68;2021-07-12-2021-07-18;264.00;379.00;69.66;231.00;11.00;4.55;242.00;0.00;0.00;32.00;212.00;86.89
68;2021-07-13-2021-07-19;360.00;497.00;72.43;318.00;15.00;4.50;333.00;0.00;0.00;32.00;305.00;90.50
68;2021-07-14-2021-07-20;445.00;616.00;72.24;393.00;13.00;3.20;404.00;1.00;0.25;25.00;390.00;93.98
68;2021-07-15-2021-07-21;591.00;814.00;72.60;528.00;14.00;2.58;540.00;1.00;0.18;28.00;523.00;94.92
68;2021-07-16-2021-07-22;645.00;888.00;72.64;582.00;14.00;2.35;593.00;2.00;0.34;23.00;582.00;96.20
68;2021-07-17-2021-07-23;739.00;1017.00;72.66;665.00;14.00;2.06;669.00;9.00;1.33;24.00;664.00;96.51
68;2021-07-18-2021-07-24;793.00;1108.00;71.57;721.00;12.00;1.64;715.00;17.00;2.32;25.00;714.00;96.62
68;2021-07-19-2021-07-25;798.00;1124.00;71.00;726.00;12.00;1.63;720.00;17.00;2.31;25.00;719.00;96.64
68;2021-07-20-2021-07-26;918.00;1280.00;71.72;834.00;8.00;0.95;809.00;32.00;3.80;25.00;822.00;97.05
68;2021-07-21-2021-07-27;969.00;1348.00;71.88;881.00;9.00;1.01;847.00;43.00;4.83;34.00;856.00;96.18
68;2021-07-22-2021-07-28;989.00;1370.00;72.19;901.00;10.00;1.10;865.00;46.00;5.05;37.00;874.00;95.94
68;2021-07-23-2021-07-29;1027.00;1416.00;72.53;935.00;9.00;0.95;898.00;46.00;4.87;35.00;909.00;96.29
68;2021-07-24-2021-07-30;1053.00;1448.00;72.72;955.00;8.00;0.83;924.00;39.00;4.05;34.00;929.00;96.47
68;2021-07-25-2021-07-31;1068.00;1452.00;73.55;969.00;8.00;0.82;947.00;31.00;3.17;37.00;941.00;96.22
68;2021-07-26-2021-08-01;1078.00;1454.00;74.14;977.00;8.00;0.81;954.00;32.00;3.25;37.00;949.00;96.25
68;2021-07-27-2021-08-02;1077.00;1462.00;73.67;982.00;7.00;0.71;971.00;19.00;1.92;40.00;949.00;95.96
68;2021-07-28-2021-08-03;1083.00;1451.00;74.64;993.00;3.00;0.30;990.00;7.00;0.70;34.00;962.00;96.59
68;2021-07-29-2021-08-04;1067.00;1451.00;73.54;974.00;2.00;0.20;973.00;4.00;0.41;35.00;941.00;96.41
68;2021-07-30-2021-08-05;1097.00;1497.00;73.28;993.00;2.00;0.20;993.00;3.00;0.30;35.00;960.00;96.48
68;2021-07-31-2021-08-06;1073.00;1525.00;70.36;969.00;2.00;0.21;968.00;4.00;0.41;31.00;941.00;96.81
68;2021-08-01-2021-08-07;1079.00;1533.00;70.38;966.00;2.00;0.21;964.00;4.00;0.41;29.00;939.00;97.00
68;2021-08-02-2021-08-08;1091.00;1553.00;70.25;978.00;3.00;0.31;978.00;3.00;0.31;30.00;951.00;96.94
88;2021-05-31-2021-06-06;75.00;287.00;26.13;59.00;4.00;6.35;28.00;0.00;0.00;0.00;0.00;0.00
88;2021-06-01-2021-06-07;97.00;259.00;37.45;76.00;5.00;6.17;31.00;0.00;0.00;0.00;0.00;0.00
88;2021-06-02-2021-06-08;94.00;226.00;41.59;70.00;6.00;7.89;22.00;0.00;0.00;0.00;0.00;0.00
88;2021-06-03-2021-06-09;86.00;207.00;41.55;61.00;5.00;7.58;21.00;0.00;0.00;6.00;0.00;0.00
88;2021-06-04-2021-06-10;78.00;178.00;43.82;52.00;3.00;5.45;21.00;0.00;0.00;7.00;0.00;0.00
88;2021-06-05-2021-06-11;78.00;171.00;45.61;53.00;4.00;7.02;24.00;0.00;0.00;8.00;0.00;0.00
88;2021-06-06-2021-06-12;77.00;167.00;46.11;55.00;4.00;6.78;24.00;0.00;0.00;12.00;0.00;0.00
88;2021-06-07-2021-06-13;77.00;166.00;46.39;55.00;4.00;6.78;24.00;0.00;0.00;12.00;0.00;0.00
88;2021-06-08-2021-06-14;62.00;150.00;41.33;43.00;4.00;8.51;26.00;0.00;0.00;16.00;1.00;5.88
88;2021-06-09-2021-06-15;70.00;150.00;46.67;51.00;4.00;7.27;38.00;0.00;0.00;29.00;1.00;3.33
88;2021-06-10-2021-06-16;57.00;131.00;43.51;45.00;3.00;6.25;34.00;0.00;0.00;25.00;2.00;7.41
88;2021-06-11-2021-06-17;51.00;121.00;42.15;42.00;3.00;6.67;32.00;0.00;0.00;26.00;2.00;7.14
88;2021-06-12-2021-06-18;50.00;119.00;42.02;41.00;3.00;6.82;32.00;0.00;0.00;30.00;2.00;6.25
88;2021-06-13-2021-06-19;45.00;109.00;41.28;36.00;3.00;7.69;32.00;0.00;0.00;30.00;2.00;6.25
88;2021-06-14-2021-06-20;45.00;108.00;41.67;36.00;3.00;7.69;32.00;0.00;0.00;30.00;2.00;6.25
88;2021-06-15-2021-06-21;49.00;101.00;48.51;42.00;2.00;4.55;37.00;0.00;0.00;36.00;1.00;2.70
88;2021-06-16-2021-06-22;41.00;81.00;50.62;35.00;1.00;2.78;29.00;0.00;0.00;29.00;1.00;3.33
88;2021-06-17-2021-06-23;40.00;73.00;54.79;32.00;1.00;3.03;27.00;0.00;0.00;29.00;0.00;0.00
88;2021-06-18-2021-06-24;39.00;67.00;58.21;30.00;2.00;6.25;28.00;0.00;0.00;30.00;0.00;0.00
88;2021-06-19-2021-06-25;33.00;53.00;62.26;26.00;1.00;3.70;25.00;0.00;0.00;27.00;0.00;0.00
88;2021-06-20-2021-06-26;36.00;59.00;61.02;27.00;1.00;3.57;25.00;0.00;0.00;26.00;1.00;3.70
88;2021-06-21-2021-06-27;38.00;60.00;63.33;27.00;1.00;3.57;25.00;0.00;0.00;26.00;1.00;3.70
88;2021-06-22-2021-06-28;34.00;52.00;65.38;22.00;1.00;4.35;19.00;0.00;0.00;20.00;1.00;4.76
88;2021-06-23-2021-06-29;30.00;48.00;62.50;20.00;1.00;4.76;17.00;0.00;0.00;15.00;3.00;16.67
88;2021-06-24-2021-06-30;30.00;45.00;66.67;18.00;1.00;5.26;16.00;0.00;0.00;13.00;3.00;18.75
88;2021-06-25-2021-07-01;27.00;43.00;62.79;16.00;0.00;0.00;13.00;0.00;0.00;10.00;3.00;23.08
88;2021-06-26-2021-07-02;32.00;44.00;72.73;22.00;0.00;0.00;19.00;0.00;0.00;10.00;9.00;47.37
88;2021-06-27-2021-07-03;31.00;41.00;75.61;20.00;1.00;4.76;17.00;0.00;0.00;9.00;9.00;50.00
88;2021-06-28-2021-07-04;29.00;40.00;72.50;20.00;1.00;4.76;17.00;0.00;0.00;9.00;9.00;50.00
88;2021-06-29-2021-07-05;32.00;44.00;72.73;23.00;1.00;4.17;21.00;0.00;0.00;7.00;15.00;68.18
88;2021-06-30-2021-07-06;37.00;51.00;72.55;26.00;2.00;7.14;25.00;0.00;0.00;8.00;18.00;69.23
88;2021-07-01-2021-07-07;41.00;56.00;73.21;30.00;3.00;9.09;30.00;0.00;0.00;9.00;22.00;70.97
88;2021-07-02-2021-07-08;48.00;69.00;69.57;32.00;6.00;15.79;35.00;0.00;0.00;12.00;24.00;66.67
88;2021-07-03-2021-07-09;47.00;78.00;60.26;30.00;6.00;16.67;30.00;3.00;9.09;12.00;22.00;64.71
88;2021-07-04-2021-07-10;46.00;79.00;58.23;31.00;7.00;18.42;34.00;3.00;8.11;11.00;26.00;70.27
88;2021-07-05-2021-07-11;46.00;80.00;57.50;31.00;7.00;18.42;34.00;3.00;8.11;11.00;26.00;70.27
88;2021-07-06-2021-07-12;46.00;86.00;53.49;30.00;8.00;21.05;35.00;3.00;7.89;11.00;27.00;71.05
88;2021-07-07-2021-07-13;42.00;81.00;51.85;26.00;9.00;25.71;32.00;3.00;8.57;11.00;24.00;68.57
88;2021-07-08-2021-07-14;35.00;75.00;46.67;22.00;8.00;26.67;27.00;3.00;10.00;10.00;20.00;66.67
88;2021-07-09-2021-07-15;63.00;101.00;62.38;52.00;7.00;11.86;56.00;3.00;5.08;15.00;44.00;74.58
88;2021-07-10-2021-07-16;78.00;116.00;67.24;64.00;8.00;11.11;72.00;0.00;0.00;21.00;51.00;70.83
88;2021-07-11-2021-07-17;80.00;123.00;65.04;66.00;6.00;8.33;71.00;1.00;1.39;21.00;51.00;70.83
88;2021-07-12-2021-07-18;86.00;131.00;65.65;72.00;6.00;7.69;77.00;1.00;1.28;21.00;57.00;73.08
88;2021-07-13-2021-07-19;122.00;185.00;65.95;107.00;5.00;4.46;111.00;1.00;0.89;22.00;90.00;80.36
88;2021-07-14-2021-07-20;165.00;243.00;67.90;149.00;3.00;1.97;151.00;1.00;0.66;25.00;127.00;83.55
88;2021-07-15-2021-07-21;216.00;331.00;65.26;199.00;4.00;1.97;202.00;1.00;0.49;28.00;175.00;86.21
88;2021-07-16-2021-07-22;258.00;406.00;63.55;240.00;2.00;0.83;241.00;1.00;0.41;23.00;219.00;90.50
88;2021-07-17-2021-07-23;356.00;524.00;67.94;338.00;1.00;0.29;338.00;1.00;0.29;17.00;322.00;94.99
88;2021-07-18-2021-07-24;390.00;584.00;66.78;370.00;2.00;0.54;372.00;0.00;0.00;20.00;352.00;94.62
88;2021-07-19-2021-07-25;385.00;584.00;65.92;365.00;2.00;0.54;367.00;0.00;0.00;20.00;347.00;94.55
88;2021-07-20-2021-07-26;438.00;658.00;66.57;416.00;2.00;0.48;418.00;0.00;0.00;20.00;398.00;95.22
88;2021-07-21-2021-07-27;462.00;687.00;67.25;436.00;2.00;0.46;438.00;0.00;0.00;16.00;422.00;96.35
88;2021-07-22-2021-07-28;489.00;711.00;68.78;462.00;1.00;0.22;463.00;0.00;0.00;16.00;447.00;96.54
88;2021-07-23-2021-07-29;491.00;706.00;69.55;466.00;1.00;0.21;467.00;0.00;0.00;16.00;451.00;96.57
88;2021-07-24-2021-07-30;431.00;647.00;66.62;403.00;1.00;0.25;404.00;0.00;0.00;17.00;387.00;95.79
88;2021-07-25-2021-07-31;431.00;648.00;66.51;404.00;1.00;0.25;405.00;0.00;0.00;14.00;391.00;96.54
88;2021-07-26-2021-08-01;432.00;643.00;67.19;405.00;1.00;0.25;406.00;0.00;0.00;14.00;392.00;96.55
88;2021-07-27-2021-08-02;421.00;616.00;68.34;389.00;2.00;0.51;391.00;0.00;0.00;18.00;374.00;95.41
88;2021-07-28-2021-08-03;418.00;608.00;68.75;384.00;2.00;0.52;386.00;0.00;0.00;19.00;368.00;95.09
88;2021-07-29-2021-08-04;384.00;566.00;67.84;352.00;2.00;0.56;354.00;0.00;0.00;18.00;337.00;94.93
88;2021-07-30-2021-08-05;353.00;526.00;67.11;319.00;2.00;0.62;321.00;0.00;0.00;15.00;307.00;95.34
88;2021-07-31-2021-08-06;342.00;516.00;66.28;309.00;2.00;0.64;311.00;0.00;0.00;14.00;298.00;95.51
88;2021-08-01-2021-08-07;351.00;511.00;68.69;316.00;1.00;0.32;316.00;1.00;0.32;13.00;305.00;95.91
88;2021-08-02-2021-08-08;352.00;522.00;67.43;317.00;1.00;0.31;317.00;1.00;0.31;13.00;306.00;95.92
09;2021-05-31-2021-06-06;25.00;71.00;35.21;20.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
09;2021-06-01-2021-06-07;21.00;64.00;32.81;17.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
09;2021-06-02-2021-06-08;20.00;60.00;33.33;18.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
09;2021-06-03-2021-06-09;17.00;56.00;30.36;15.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
09;2021-06-04-2021-06-10;12.00;50.00;24.00;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
09;2021-06-05-2021-06-11;12.00;48.00;25.00;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
09;2021-06-06-2021-06-12;9.00;43.00;20.93;6.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00
09;2021-06-07-2021-06-13;9.00;43.00;20.93;6.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00
09;2021-06-08-2021-06-14;13.00;41.00;31.71;10.00;0.00;0.00;5.00;0.00;0.00;5.00;0.00;0.00
09;2021-06-09-2021-06-15;10.00;31.00;32.26;9.00;0.00;0.00;6.00;0.00;0.00;6.00;0.00;0.00
09;2021-06-10-2021-06-16;9.00;31.00;29.03;8.00;0.00;0.00;6.00;0.00;0.00;6.00;0.00;0.00
09;2021-06-11-2021-06-17;11.00;29.00;37.93;10.00;0.00;0.00;9.00;0.00;0.00;9.00;0.00;0.00
09;2021-06-12-2021-06-18;14.00;27.00;51.85;13.00;0.00;0.00;11.00;1.00;8.33;12.00;0.00;0.00
09;2021-06-13-2021-06-19;13.00;23.00;56.52;12.00;0.00;0.00;10.00;1.00;9.09;11.00;0.00;0.00
09;2021-06-14-2021-06-20;13.00;22.00;59.09;12.00;0.00;0.00;10.00;1.00;9.09;11.00;0.00;0.00
09;2021-06-15-2021-06-21;9.00;16.00;56.25;8.00;0.00;0.00;7.00;1.00;12.50;8.00;0.00;0.00
09;2021-06-16-2021-06-22;9.00;18.00;50.00;8.00;0.00;0.00;7.00;1.00;12.50;7.00;1.00;12.50
09;2021-06-17-2021-06-23;9.00;17.00;52.94;8.00;0.00;0.00;7.00;1.00;12.50;7.00;1.00;12.50
09;2021-06-18-2021-06-24;7.00;16.00;43.75;6.00;0.00;0.00;5.00;1.00;16.67;4.00;2.00;33.33
09;2021-06-19-2021-06-25;5.00;14.00;35.71;4.00;0.00;0.00;4.00;0.00;0.00;2.00;2.00;50.00
09;2021-06-20-2021-06-26;5.00;14.00;35.71;4.00;0.00;0.00;4.00;0.00;0.00;2.00;2.00;50.00
09;2021-06-21-2021-06-27;5.00;15.00;33.33;4.00;0.00;0.00;4.00;0.00;0.00;2.00;2.00;50.00
09;2021-06-22-2021-06-28;9.00;18.00;50.00;7.00;0.00;0.00;6.00;1.00;14.29;4.00;3.00;42.86
09;2021-06-23-2021-06-29;8.00;14.00;57.14;6.00;0.00;0.00;5.00;1.00;16.67;4.00;2.00;33.33
09;2021-06-24-2021-06-30;15.00;20.00;75.00;13.00;0.00;0.00;12.00;1.00;7.69;6.00;7.00;53.85
09;2021-06-25-2021-07-01;16.00;21.00;76.19;15.00;0.00;0.00;13.00;2.00;13.33;7.00;8.00;53.33
09;2021-06-26-2021-07-02;19.00;22.00;86.36;18.00;0.00;0.00;16.00;2.00;11.11;7.00;11.00;61.11
09;2021-06-27-2021-07-03;22.00;25.00;88.00;21.00;0.00;0.00;19.00;2.00;9.52;9.00;12.00;57.14
09;2021-06-28-2021-07-04;22.00;24.00;91.67;21.00;0.00;0.00;19.00;2.00;9.52;9.00;12.00;57.14
09;2021-06-29-2021-07-05;29.00;31.00;93.55;29.00;0.00;0.00;25.00;4.00;13.79;8.00;21.00;72.41
09;2021-06-30-2021-07-06;33.00;40.00;82.50;33.00;0.00;0.00;29.00;4.00;12.12;10.00;23.00;69.70
09;2021-07-01-2021-07-07;42.00;49.00;85.71;41.00;1.00;2.38;37.00;4.00;9.76;11.00;30.00;73.17
09;2021-07-02-2021-07-08;52.00;62.00;83.87;51.00;1.00;1.92;48.00;3.00;5.88;14.00;37.00;72.55
09;2021-07-03-2021-07-09;65.00;86.00;75.58;60.00;1.00;1.64;53.00;7.00;11.67;19.00;41.00;68.33
09;2021-07-04-2021-07-10;72.00;95.00;75.79;67.00;1.00;1.47;58.00;9.00;13.43;19.00;48.00;71.64
09;2021-07-05-2021-07-11;72.00;95.00;75.79;67.00;1.00;1.47;58.00;9.00;13.43;19.00;48.00;71.64
09;2021-07-06-2021-07-12;101.00;130.00;77.69;95.00;2.00;2.06;81.00;15.00;15.62;31.00;65.00;67.71
09;2021-07-07-2021-07-13;123.00;160.00;76.88;116.00;2.00;1.69;89.00;28.00;23.93;35.00;82.00;70.09
09;2021-07-08-2021-07-14;109.00;147.00;74.15;103.00;1.00;0.96;76.00;28.00;26.92;32.00;72.00;69.23
09;2021-07-09-2021-07-15;141.00;200.00;70.50;132.00;1.00;0.75;103.00;30.00;22.56;40.00;93.00;69.92
09;2021-07-10-2021-07-16;172.00;225.00;76.44;165.00;1.00;0.60;129.00;37.00;22.29;39.00;127.00;76.51
09;2021-07-11-2021-07-17;172.00;241.00;71.37;165.00;1.00;0.60;129.00;37.00;22.29;39.00;127.00;76.51
09;2021-07-12-2021-07-18;176.00;247.00;71.26;167.00;2.00;1.18;132.00;37.00;21.89;41.00;128.00;75.74
09;2021-07-13-2021-07-19;210.00;300.00;70.00;200.00;1.00;0.50;154.00;47.00;23.38;43.00;158.00;78.61
09;2021-07-14-2021-07-20;226.00;344.00;65.70;216.00;1.00;0.46;176.00;41.00;18.89;45.00;172.00;79.26
09;2021-07-15-2021-07-21;292.00;431.00;67.75;282.00;1.00;0.35;213.00;70.00;24.73;54.00;229.00;80.92
09;2021-07-16-2021-07-22;315.00;444.00;70.95;304.00;1.00;0.33;222.00;83.00;27.21;56.00;250.00;81.70
09;2021-07-17-2021-07-23;341.00;486.00;70.16;328.00;1.00;0.30;234.00;95.00;28.88;63.00;267.00;80.91
09;2021-07-18-2021-07-24;351.00;511.00;68.69;333.00;1.00;0.30;240.00;94.00;28.14;61.00;274.00;81.79
09;2021-07-19-2021-07-25;352.00;517.00;68.09;336.00;0.00;0.00;242.00;94.00;27.98;59.00;278.00;82.49
09;2021-07-20-2021-07-26;355.00;547.00;64.90;337.00;0.00;0.00;243.00;94.00;27.89;50.00;288.00;85.21
09;2021-07-21-2021-07-27;402.00;590.00;68.14;376.00;0.00;0.00;273.00;103.00;27.39;53.00;324.00;85.94
09;2021-07-22-2021-07-28;411.00;596.00;68.96;381.00;1.00;0.26;304.00;78.00;20.42;55.00;328.00;85.64
09;2021-07-23-2021-07-29;409.00;590.00;69.32;380.00;1.00;0.26;313.00;68.00;17.85;56.00;324.00;85.26
09;2021-07-24-2021-07-30;407.00;608.00;66.94;380.00;1.00;0.26;324.00;57.00;14.96;66.00;314.00;82.63
09;2021-07-25-2021-07-31;396.00;585.00;67.69;372.00;1.00;0.27;316.00;57.00;15.28;67.00;305.00;81.99
09;2021-07-26-2021-08-01;395.00;577.00;68.46;370.00;1.00;0.27;314.00;57.00;15.36;67.00;303.00;81.89
09;2021-07-27-2021-08-02;406.00;575.00;70.61;378.00;1.00;0.26;320.00;59.00;15.57;70.00;308.00;81.48
09;2021-07-28-2021-08-03;389.00;555.00;70.09;363.00;1.00;0.27;296.00;68.00;18.68;67.00;296.00;81.54
09;2021-07-29-2021-08-04;380.00;550.00;69.09;355.00;0.00;0.00;278.00;77.00;21.69;66.00;288.00;81.36
09;2021-07-30-2021-08-05;374.00;560.00;66.79;349.00;1.00;0.29;278.00;72.00;20.57;61.00;289.00;82.57
09;2021-07-31-2021-08-06;366.00;536.00;68.28;339.00;1.00;0.29;280.00;60.00;17.65;46.00;294.00;86.47
09;2021-08-01-2021-08-07;375.00;550.00;68.18;350.00;1.00;0.28;292.00;59.00;16.81;45.00;306.00;87.18
09;2021-08-02-2021-08-08;373.00;554.00;67.33;349.00;1.00;0.29;291.00;59.00;16.86;45.00;305.00;87.14
11;2021-05-31-2021-06-06;75.00;242.00;30.99;55.00;16.00;22.54;2.00;0.00;0.00;2.00;0.00;0.00
11;2021-06-01-2021-06-07;71.00;200.00;35.50;51.00;16.00;23.88;3.00;0.00;0.00;3.00;0.00;0.00
11;2021-06-02-2021-06-08;66.00;187.00;35.29;47.00;16.00;25.40;4.00;0.00;0.00;4.00;0.00;0.00
11;2021-06-03-2021-06-09;60.00;170.00;35.29;41.00;14.00;25.45;3.00;0.00;0.00;3.00;0.00;0.00
11;2021-06-04-2021-06-10;59.00;154.00;38.31;43.00;10.00;18.87;3.00;0.00;0.00;3.00;0.00;0.00
11;2021-06-05-2021-06-11;61.00;131.00;46.56;47.00;8.00;14.55;3.00;0.00;0.00;3.00;0.00;0.00
11;2021-06-06-2021-06-12;58.00;118.00;49.15;47.00;5.00;9.62;6.00;0.00;0.00;6.00;0.00;0.00
11;2021-06-07-2021-06-13;57.00;116.00;49.14;46.00;5.00;9.80;6.00;0.00;0.00;6.00;0.00;0.00
11;2021-06-08-2021-06-14;60.00;104.00;57.69;48.00;4.00;7.69;18.00;0.00;0.00;18.00;0.00;0.00
11;2021-06-09-2021-06-15;51.00;90.00;56.67;44.00;2.00;4.35;22.00;0.00;0.00;22.00;0.00;0.00
11;2021-06-10-2021-06-16;45.00;79.00;56.96;40.00;1.00;2.44;23.00;1.00;4.17;23.00;1.00;4.17
11;2021-06-11-2021-06-17;38.00;67.00;56.72;33.00;1.00;2.94;26.00;1.00;3.70;26.00;1.00;3.70
11;2021-06-12-2021-06-18;37.00;56.00;66.07;31.00;1.00;3.12;30.00;2.00;6.25;30.00;2.00;6.25
11;2021-06-13-2021-06-19;38.00;61.00;62.30;30.00;1.00;3.23;29.00;2.00;6.45;29.00;2.00;6.45
11;2021-06-14-2021-06-20;38.00;61.00;62.30;30.00;1.00;3.23;29.00;2.00;6.45;29.00;2.00;6.45
11;2021-06-15-2021-06-21;28.00;52.00;53.85;22.00;0.00;0.00;19.00;3.00;13.64;20.00;2.00;9.09
11;2021-06-16-2021-06-22;29.00;54.00;53.70;20.00;0.00;0.00;17.00;3.00;15.00;18.00;2.00;10.00
11;2021-06-17-2021-06-23;29.00;58.00;50.00;20.00;0.00;0.00;18.00;2.00;10.00;19.00;1.00;5.00
11;2021-06-18-2021-06-24;29.00;58.00;50.00;20.00;0.00;0.00;16.00;4.00;20.00;17.00;3.00;15.00
11;2021-06-19-2021-06-25;27.00;56.00;48.21;19.00;0.00;0.00;16.00;3.00;15.79;16.00;3.00;15.79
11;2021-06-20-2021-06-26;30.00;57.00;52.63;19.00;0.00;0.00;16.00;3.00;15.79;15.00;4.00;21.05
11;2021-06-21-2021-06-27;30.00;56.00;53.57;19.00;0.00;0.00;16.00;3.00;15.79;15.00;4.00;21.05
11;2021-06-22-2021-06-28;29.00;54.00;53.70;19.00;0.00;0.00;17.00;2.00;10.53;15.00;4.00;21.05
11;2021-06-23-2021-06-29;26.00;48.00;54.17;19.00;0.00;0.00;15.00;4.00;21.05;15.00;4.00;21.05
11;2021-06-24-2021-06-30;27.00;45.00;60.00;20.00;0.00;0.00;16.00;4.00;20.00;15.00;5.00;25.00
11;2021-06-25-2021-07-01;25.00;53.00;47.17;19.00;0.00;0.00;17.00;2.00;10.53;15.00;4.00;21.05
11;2021-06-26-2021-07-02;26.00;57.00;45.61;20.00;0.00;0.00;18.00;2.00;10.00;17.00;3.00;15.00
